chains,classification,date,target,amount,name,technique,bridge,link
"['Arbitrum', 'Optimism']",Protocol Logic,1675987200,DeFi Protocol,3650000.0,dForce Network,Reentrancy,False,https://twitter.com/peckshield/status/1623902441992523776
['zkSync Era'],Protocol Logic,1690243200,DeFi Protocol,3400000.0,Eralend,Reentrancy,False,https://twitter.com/DLNewsInfo/status/1683870083272130562
['Ethereum'],Ecosystem,1630195200,DeFi Protocol,4500000.0,X-Token,Flashloan Price Oracle Attack,False,https://medium.com/xtoken/xsnx-post-mortem-666d35071f38
['Ethereum'],Infrastructure,1601337600,CEX,45000000.0,Kucoin,Private Key Compromised (Unknown Method),False,https://rekt.news/epic-hack-homie/
['Ethereum'],Protocol Logic,1693094400,DeFi Protocol,800000.0,Balancer,,False,https://twitter.com/mevrefund/status/1695792040531960116
"['Ethereum', 'Arbitrum']",Ecosystem,1651363200,DeFi Protocol,80000000.0,Fei Rari,Flashloan Reentrancy Attack,False,https://twitter.com/Hacxyk/status/1520370421773725698?s=20&t=3ZdC2UMcxHaD73SwrcnudQ
['Ethereum'],Infrastructure,1641600000,DeFi Protocol,7940000.0,LCX,Private Key Compromised (Unknown Method),False,https://www.lcx.com/hot-wallet-incident-report/
"['Ethereum', 'BSC']",Infrastructure,1655942400,DeFi Protocol,100000000.0,Harmony Bridge,Private Key Compromised (Unknown Method),True,https://rekt.news/harmony-rekt/
['Polygon'],Protocol Logic,1675209600,DeFi Protocol,1700000.0,BonqDAO,Price Oracle Attack,False,https://twitter.com/peckshield/status/1620917292514299904?s=20&t=ZroERzkeCrxy3gHxtboQeA
['Solana'],Ecosystem,1665446400,DeFi Protocol,115000000.0,Mango Market,Price Oracle Attack,False,https://twitter.com/joshua_j_lim/status/1579987648546246658?s=20&t=AFj8CwRWo5dFo_A1-A-18Q
['Rootstock'],Protocol Logic,1686700800,DeFi Protocol,150000.0,Tropykus,Redeem Rounding Error Exploit,False,https://twitter.com/tropykus/status/1669310852787216385
['Ethereum'],Protocol Logic,1630713600,DeFi Protocol,4000000.0,DAO Maker,Access Control Exploit,False,https://twitter.com/Mudit__Gupta/status/1434059922774237185?s=20&t=aoOtJLS6FHimjAE1anc1mg
['Ethereum'],Protocol Logic,1717977600,DeFi Protocol,20000000.0,UwU Lend,Flashloan Price Oracle Attack,False,https://x.com/theblockupdates/status/1800146327914877062
['BSC'],Ecosystem,1647129600,DeFi Protocol,1700000.0,Paraluni,Flashloan Reentrancy Attack,False,https://slowmist.medium.com/paraluni-incident-analysis-58be442a4f99
['BSC'],Protocol Logic,1679961600,DeFi Protocol,8900000.0,Safemoon,Access Control Exploit,False,https://twitter.com/MoonMark_/status/1640844732082290688?s=20
['Ethereum'],Protocol Logic,1711584000,DeFi Protocol,11600000.0,Prisma Finance,Flashloan Trove Manipulation,False,https://twitter.com/PeckShieldAlert/status/1773345454832378109
['zkSync Era'],Rugpull,1682380800,DeFi Protocol,1820000.0,Merlin,Drained Contracts,False,https://twitter.com/TheMerlinDEX/status/1651281814395187200?t=p0udX-ZR1mQfkhNS9KCfEQ&s=19
['Blast'],Protocol Logic,1711411200,Gaming,62500000.0,Munchables,Storage Slot Exploit,False,https://twitter.com/_munchables_/status/1772739713687752761
['Base'],Infrastructure,1713139200,DeFi Protocol,1700000.0,Grand Base,Private Key Compromised (Unknown Method),False,https://twitter.com/PeckShieldAlert/status/1779796368732872856
['Stacks'],Infrastructure,1715817600,DeFi Protocol,23900000.0,ALEX,Private Key Compromised (Phishing),False,https://x.com/defiignas/status/1791050063961276423
"['Moonriver', 'BSC', 'Fantom']",Infrastructure,1688688000,DeFi Protocol,126000000.0,Multichain,Private Key Compromised (Unknown Method),True,https://twitter.com/tayvano_/status/1677106407131475968?t=VKQSi0VcSbv_Jgi8Q58SqQ&s=19
['Base'],Infrastructure,1692057600,DeFi Protocol,865000.0,RocketSwap,Private Key Compromised (Brute Force),False,https://twitter.com/Cointelegraph/status/1691316548932456448
['Polygon'],Ecosystem,1682640000,DeFi Protocol,2000000.0,0vix,Flashloan Donate Function Logic Exploit,False,https://twitter.com/peckshield/status/1651923235603361793?s=20
['Arbitrum'],Protocol Logic,1711670400,DeFi Protocol,340000.0,Lava,,False,https://twitter.com/CertiKAlert/status/1773584949855277261
['Fantom'],Ecosystem,1615766400,DeFi Protocol,3000000.0,Deus DAO,Flashloan Price Oracle Attack,False,https://twitter.com/peckshield/status/1503632734299701250
['BSC'],Protocol Logic,1677456000,DeFi Protocol,700000.0,LaunchZone,Access Control Exploit,False,https://twitter.com/immunefi/status/1630210901360951296?s=20
['Ethereum'],Infrastructure,1678233600,DAO,120000.0,PeopleDAO,Social Engineering,False,https://twitter.com/The_PeopleDAO/status/1634518915668668416?s=20
['Arbitrum'],Rugpull,1677715200,DeFi Protocol,100000.0,ArbiSwap,Infinite Mint and Dump,False,https://twitter.com/CoinDesk/status/1631251260484509698
['Ethereum'],Infrastructure,1626307200,DeFi Protocol,5900000.0,Bondly,Private Key Compromised (Unknown Method),False,https://rekt.news/bondly-rekt/
['Fantom'],Protocol Logic,1685664000,DeFi Protocol,653000.0,Hector Network,Unknown,True,https://twitter.com/Hector_Network/status/1664720154595414019
['Gnosis Chain'],Ecosystem,1647302400,DeFi Protocol,6200000.0,Hundred Finance,Flashloan Reentrancy Attack,False,https://rekt.news/agave-hundred-rekt/
['Ethereum'],Protocol Logic,1609200000,DeFi Protocol,9400000.0,Cover,Incentives Function Mistake,False,https://coverprotocol.medium.com/12-28-post-mortem-34c5f9f718d4
"['Ethereum', 'BSC', 'Polygon']",Infrastructure,1688256000,DeFi Protocol,5000000.0,Poly Network,Private Key Compromised (Unknown Method),True,https://twitter.com/dedaub/status/1675516729349292032?s=20
"['Ethereum', 'Arbitrum']",Infrastructure,1703894400,DeFi Protocol,321000.0,Locus Finance,Private Key Compromised (Unknown Method),False,https://twitter.com/Locus_finance/status/1744374506267767267
['Comdex'],,1692403200,DeFi Protocol,0.0,Harbor Protocol,,False,https://twitter.com/PeckShieldAlert/status/1692852140199522716
"['Ethereum', 'BSC']",Protocol Logic,1636243200,DeFi Protocol,4400000.0,ChainSwap,Exploit Weak Authentication Check,True,https://chain-swap.medium.com/chainswap-exploit-11-july-2021-post-mortem-6e4e346e5a32
['Ethereum'],Protocol Logic,1706572800,DeFi Protocol,6500000.0,Abracadabra,Borrow Logic Exploit,False,https://twitter.com/peckshield/status/1752279373779194011
['Arbitrum'],Infrastructure,1704153600,DeFi Protocol,4500000.0,Radiant Capital,Flashloan New Market Exploit,False,https://twitter.com/peckshield/status/1742334242120466580
['Ethereum'],Protocol Logic,1693526400,DeFi Protocol,175000.0,SharedStake,Ownership Override Attack,False,https://twitter.com/spreekaway/status/1697612239929246022
['Avalanche'],Rugpull,1637798400,DeFi Protocol,18100000.0,Snowdog,Drained Contracts,False,https://rekt.news/snowdog-rekt/
"['Linea', 'zkSync Era']",Protocol Logic,1717286400,DeFi Protocol,6800000.0,Velocore,Fee Overflow Exploit,False,https://x.com/velocorexyz/status/1797229772399067587
['Ethereum'],Ecosystem,1612483200,DeFi Protocol,11000000.0,Yearn,Flashloan Price Oracle Attack,False,https://rekt.news/yearn-rekt/
['Ethereum'],Ecosystem,1691884800,DeFi Protocol,2100000.0,Zunami Protocol,Price Manipulation Attack,False,https://twitter.com/decryptmedia/status/1690946389323157504
['Ethereum'],Protocol Logic,1659312000,DeFi Protocol,190000000.0,Nomad,Trusted Root Exploit,True,https://twitter.com/samczsun/status/1554252024723546112?s=20&t=mesLZTckBsl_X2_KbGcEHQ
['Ethereum'],Infrastructure,1647993600,DeFi Protocol,624000000.0,Ronin,Private Key Compromised (Social Engineering),True,https://roninblockchain.substack.com/p/back-to-building-ronin-security-breach
['Solana'],Infrastructure,1670025600,DeFi Protocol,0.0,Ratio Finance,Private Key Compromised (Unknown Method),False,https://twitter.com/RatioFinance/status/1621481456777428992
[],Infrastructure,1643673600,CEX,7500000.0,BNS,Private Key Compromised (Unknown Method),False,https://twitter.com/zachxbt/status/1630665458134163476
['Optimism'],Infrastructure,1654387200,DeFi Protocol,27600000.0,Wintermute,Cross Chain Multisig Deployment Exploit,False,https://banteg.mirror.xyz/iZAsBNL3j_5NIAY2Erav1r7Q4ecc7SC76AfMjyScs34
['Ethereum'],Infrastructure,1690675200,DeFi Protocol,61700000.0,Curve,Vyper Compiler Bug,False,https://twitter.com/spreekaway/status/1685669149911990273
['Ethereum'],Protocol Logic,1640044800,DeFi Protocol,8199999.999999999,Visor Finance,Access Control Exploit,False,https://medium.com/visorfinance/post-mortem-for-vvisr-staking-contract-exploit-and-upcoming-migration-7920e1dee55a
['Avalanche'],Ecosystem,1676505600,DeFi Protocol,8500000.0,Platypus Finance,Flashloan Reentrancy Attack,False,https://twitter.com/CertiKAlert/status/1626318821840629763
['BSC'],Protocol Logic,1619568000,DeFi Protocol,57200000.0,Uranium Finance,Math Mistake Exploit,False,https://rekt.news/uranium-rekt/
['Arbitrum'],Ecosystem,1663459200,DeFi Protocol,565000.0,GMX,Price Oracle Attack,False,https://twitter.com/jayantkrish/status/1571893643178569728?s=20&t=O--bs-V1Xnkmzm2JZOdZsw
['Ethereum'],Infrastructure,1638403200,DeFi Protocol,120000000.0,Badger,Cloudflare Key Compromised,False,https://badger.com/technical-post-mortem
['BSC'],Protocol Logic,1687132800,DeFi Protocol,131000.0,ARA,Access Control Exploit,False,https://twitter.com/Phalcon_xyz/status/1670700964272295936
['BSC'],Protocol Logic,1682899200,DeFi Protocol,1000000.0,Level Finance,Referral Claims Logic Exploit,False,https://twitter.com/peckshield/status/1653149493133729794?t=ojjCnRcDogo3lOKIy8cKgA&s=19
[],,1719014400,CEX,54000000.0,BtcTurk,Private Key Compromised (Unknown Method),False,https://x.com/wublockchain/status/1804487593062752260
['Avalanche'],Protocol Logic,1696636800,Other,2600000.0,Stars Arena,Reentrancy,False,https://twitter.com/peckshield/status/1710555944269292009?t=Al_-cDBwoNs3vpKqcpJ0Jw&s=19
['BSC'],Ecosystem,1622160000,DeFi Protocol,7200000.0,BurgerSwap,Flashloan Reentrancy Attack,False,https://twitter.com/FrankResearcher/status/1398114924337971201?s=20&t=vVNaBlQNJ9WXRT54vvCZ8w
"['Arbitrum', 'Ethereum']",Ecosystem,1713484800,DeFi Protocol,44700000.0,Hedgey,Claim Contract Flashloan Exploit,False,https://twitter.com/hedgeyfinance/status/1781257581488418862
['BSC'],Protocol Logic,1620172800,DeFi Protocol,10000000.0,Value DeFi,Access Control Exploit,False,https://rekt.news/value-rekt2/
['BSC'],Protocol Logic,1621987200,DeFi Protocol,550000.0,Merlin Labs,Math Mistake Exploit,False,https://rekt.news/merlin2-rekt/
['Solana'],Infrastructure,1715817600,DeFi Protocol,2000000.0,pump.fun,Private Key Compromised (Unknown Method),False,https://x.com/FrankResearcher/status/1791164323047293325
['Ethereum'],Ecosystem,1605312000,DeFi Protocol,7000000.0,Value Defi,Flashloan Price Oracle Attack,False,https://rekt.news/value-defi-rekt/
['Optimism'],Protocol Logic,1715731200,DeFi Protocol,20000000.0,Sonne Finance,Flashloan Donate Function Logic Exploit,False,https://medium.com/@SonneFinance/post-mortem-sonne-finance-exploit-12f3daa82b06
"['Ethereum', 'Solana']",Infrastructure,1668211200,CEX,450000000.0,FTX,Private Key Compromised (Unknown Method),False,https://twitter.com/zachxbt/status/1591475246250733568?s=20&t=jbwCEhQZKfWFnLPtCwErAg
[],Infrastructure,1667260800,CEX,28000000.0,Deribit,Private Key Compromised (Unknown Method),False,https://twitter.com/DeribitExchange/status/1587701883778523136
['BSC'],Ecosystem,1621987200,DeFi Protocol,680000.0,Merlin Labs,Flashloan Incentive Rewards Exploit,False,https://rekt.news/merlinlabs-rekt/
['Arbitrum'],Infrastructure,1705881600,DeFi Protocol,1720000.0,Concentric,Private Key Compromised (Social Engineering),False,https://twitter.com/ConcentricFi/status/1749418658818830622
['Ethereum'],Rugpull,1614902400,DeFi Protocol,27000000.0,Paid Network,Infinite Mint and Dump,False,https://rekt.news/paid-rekt/
['Ethereum'],Protocol Logic,1678665600,DeFi Protocol,197000000.0,Euler Finance,Flashloan Donate Function Logic Exploit,False,https://twitter.com/peckshield/status/1635229594596036608?s=20
['Ethereum'],Protocol Logic,1500336000,ICO,7700000.0,CoinDash,Frontend Attack,False,https://www.coindesk.com/markets/2017/07/17/7-million-lost-in-coindash-ico-hack/
['Ethereum'],Infrastructure,1701302400,DeFi Protocol,1450000.0,Florence Finance,Address Poisoning,False,https://twitter.com/PeckShieldAlert/status/1730045158509727968
['BSC'],Protocol Logic,1718841600,CEX,14000.0,OKX NFT Aggregator,Access Control Exploit,False,https://x.com/shoucccc/status/1803973429345030381
"['Ethereum', 'Optimism', 'Arbitrum']",Protocol Logic,1714435200,DeFi Protocol,1600000.0,Pike Finance,Storage Misalignment Exploit,False,https://twitter.com/PikeFinance/status/1785572875124330644
['Ethereum'],Rugpull,1606867200,DeFi Protocol,12000000.0,Compounder Finance,Drained Contracts,False,https://rekt.news/deathbed-confessions-c3pr/
['Celo'],Ecosystem,1666051200,DeFi Protocol,8400000.0,Moola Market,Price Oracle Attack,False,https://twitter.com/FrankResearcher/status/1582448720985014273?s=20&t=vRg4YjjP30kMjt_V7I0gfg
['Bitcoin'],Infrastructure,1717113600,CEX,305000000.0,DMM Bitcoin,Private Key Compromised (Unknown Method),False,https://x.com/Cointelegraph/status/1796544899606524310
"['Ethereum', 'Arbitrum']",Protocol Logic,1676851200,DeFi Protocol,2000000.0,Dexible,Arbitrary External Call,False,https://twitter.com/RektHQ/status/1628030868043300865
[],Infrastructure,1680912000,CEX,13900000.0,GDAC,Hot wallet hack,False,https://twitter.com/MetaSleuth/status/1645692516401033216
['Ethereum'],Protocol Logic,1698537600,DeFi Protocol,228000.0,Astrid Finance,Withdraw Function Argument Manipulation,False,https://twitter.com/Phalcon_xyz/status/1718455634155409489
"['Ethereum', 'Base', 'Polygon', 'Optimism', 'Arbitrum']",Protocol Logic,1700611200,DeFi Protocol,48000000.0,KyberSwap Elastic,Flashloan Swap Logic Exploit,False,https://twitter.com/KyberNetwork/status/1727475235342217682
['Ethereum'],Infrastructure,1700611200,DeFi Protocol,86600000.0,Heco Bridge,Private Key Compromised (Unknown Method),True,https://twitter.com/TheBlock__/status/1727397707843621201
"['Ethereum', 'BSC', 'Cronos']",Infrastructure,1644451200,DeFi Protocol,10000000.0,Dego Finance,Private Key Compromised (Unknown Method),False,https://rekt.news/dego-finance-rekt/
['BSC'],Rugpull,1686355200,DeFi Protocol,116000.0,Atlantis Loans,Access Control Exploit,False,https://twitter.com/peckshield/status/1667624256111276033
['Polygon'],Protocol Logic,1624838400,DeFi Protocol,248000.0,Safe Dollar,Incentive Rewards Exploit,False,https://rekt.news/safedollar-rekt/
"['Ethereum', 'Polygon']",Infrastructure,1639353600,DeFi Protocol,140000000.0,Vulcan Forged,Private Key Compromised (Unknown Method),False,https://rekt.news/vulcan-forged-rekt/
['BSC'],Rugpull,1624406400,DeFi Protocol,27000000.0,StableMagnet,Drained Contracts and User Wallets,False,https://twitter.com/RugDocIO/status/1407830298251964427?s=20&t=ABcGHyHjFWrkOL8Ya2qfKQ
['Ethereum'],Protocol Logic,1672012800,DeFi Protocol,300000.0,Amun,Controlled Rebalance Manipulation,False,https://medium.com/amun-tokens/peco-dfi-post-mortem-december-26th-2022-46576394def9
['Base'],Rugpull,1692921600,DeFi Protocol,6400000.0,Magnate Finance,Drained Contracts,False,https://twitter.com/PeckShieldAlert/status/1694946221788729440
['BSC'],Ecosystem,1621814400,DeFi Protocol,745000.0,Autoshark,Flashloan Incentive Rewards Exploit,False,https://watchpug.medium.com/sharkfinance-performance-fee-minting-incident-analysis-4b2e3bd03923
['Ethereum'],Protocol Logic,1691539200,DeFi Protocol,540000.0,Earning.Farm,Reentrancy,False,https://twitter.com/CyversAlerts/status/1689193286420795393
['Ethereum'],Infrastructure,1615680000,DeFi Protocol,5700000.0,Roll,Private Key Compromised (Unknown Method),False,https://rekt.news/roll-rekt/
['Terra'],Infrastructure,1633651200,DeFi Protocol,2000000.0,Mirror Protocol,Outdated Oracle Exploit,False,https://twitter.com/FatManTerra/status/1531365988809293825?s=20&t=o8YSLZ0o7gAdHOxdVeuPcg
['Ethereum'],Ecosystem,1690934400,Other,327000.0,Uwerx,Flashloan Pool Shares Exploit,False,https://twitter.com/CertiKAlert/status/1686667720920625152
['Ethereum'],Protocol Logic,1688342400,DeFi Protocol,68000.0,AzukiDAO,Replay Attack,False,https://twitter.com/dedaub/status/1675983033168453632?s=20
['Ethereum'],Rugpull,1635465600,DeFi Protocol,60000000.0,AnubisDAO,Drained Contracts,False,https://decrypt.co/84924/anubisdao-investors-lose-60-million-in-alleged-rug-pull
['Arbitrum'],Protocol Logic,1693958400,DeFi Protocol,815000.0,GMBL.COMPUTER,Referral Claims Logic Exploit,False,https://twitter.com/ImmuneBytes/status/1699338311230214536
['Ethereum'],Smart Contract Language,1648339200,DeFi Protocol,2009999.9999999998,Revest Finance,Reentrancy,False,https://twitter.com/BlockSecTeam/status/1508065573250678793?s=20&t=NXJmfrEeRP3-fqmOwjOAGQ
"['BSC', 'Polygon']",Rugpull,1660089600,DeFi Protocol,600000.0,Blur Finance,Drained Contracts,False,https://cryptoslate.com/blur-finance-allegedly-rug-pulled-investors-at-a-combined-600k-loss/
['BSC'],Protocol Logic,1651968000,DeFi Protocol,3000000.0,Fortress Protocol,Governance and Oracle Exploit,False,https://rekt.news/fortress-rekt/
"['Ethereum', 'Optimism']",Ecosystem,1688947200,DeFi Protocol,460000.0,Arcadia,Flashloan Reentrancy Attack,False,https://arcadiafinance.medium.com/post-mortem-72e9d24a79b0
['Solana'],Protocol Logic,1643760000,DeFi Protocol,326000000.0,Wormhole,Signature Exploit,True,https://twitter.com/samczsun/status/1489044939732406275?s=20&t=kfhTtvHGRyDbj-2P7f_hpA
['Fantom'],Ecosystem,1639785600,DeFi Protocol,30000000.0,Grim Finance,Flashloan Reentrancy Attack,False,https://twitter.com/RugDocIO/status/1472293717725913089
['BSC'],Ecosystem,1621209600,DeFi Protocol,18000000.0,bEarn,Flashloan Withdraw Logic Exploit,False,https://peckshield.medium.com/bearn-fi-incident-inconsistent-asset-denomination-between-vault-strategy-9b24b68ab1c0
['Ethereum'],Rugpull,1661212800,DeFi Protocol,800000.0,SudoRare,Drained Contracts,False,https://www.theblock.co/post/164970/nft-exchange-sudorare-suffers-800000-rug-pull-six-hours-after-launch
['Arbitrum'],Ecosystem,1680566400,DeFi Protocol,1000000.0,Sentiment,Flashloan Reentrancy Attack,False,https://twitter.com/spreekaway/status/1643314142214758410?t=Lsj87_GeYV3YDlVXX4bFHQ&s=19
['Ethereum'],Protocol Logic,1695081600,DeFi Protocol,238000.0,Balancer,Frontend Attack,False,https://twitter.com/PeckShieldAlert/status/1704306602529247294
['Ethereum'],Protocol Logic,1666310400,DeFi Protocol,300000.0,Bond Protocol,Arbitrary External Call,False,https://twitter.com/Supremacy_CA/status/1583425026094641153
['Ethereum'],Protocol Logic,1581724800,DeFi Protocol,350000.0,bZx,Flashloan Slippage Attack,False,https://www.coinbase.com/blog/around-the-block-analysis-on-the-bzx-attack-defi-vulnerabilities-the-state-of-debit-cards-in
['Ethereum'],Protocol Logic,1620432000,DeFi Protocol,10000000.0,Rari Capital,Price Oracle Attack,False,https://twitter.com/FrankResearcher/status/1391087260125188099
['Fantom'],Ecosystem,1651104000,DeFi Protocol,13400000.0,Deus DAO,Flashloan Price Oracle Attack,False,https://twitter.com/peckshield/status/1519530463337250817?s=20&t=Mr6sVLBWq_A0ej9Y3-qstA
['BSC'],Protocol Logic,1667433600,DeFi Protocol,4589449.0,"pGALA *white hack
",Misconfiguration,True,https://twitter.com/pNetworkDeFi/status/1588956872664829952
['Ethereum'],Infrastructure,1700265600,Other,26000000.0,Kronos Research,API Key unauthorized access,False,https://twitter.com/ResearchKronos/status/1726013733888041376
